round,acc_train,acc_test,loss_train,loss_test
1,27.267578125,13.767277669906616,1.9449079424142837,3.1856766283512115
2,38.53125,39.34570322036743,1.6487569266557691,1.6295226395130158
3,42.58984375,41.69095544815063,1.5409734618663786,1.603846687078476
4,46.546875,45.838341331481935,1.4524010837078094,1.4929349780082704
5,48.66015625,49.40354557037354,1.3922574728727342,1.4000930517911911
6,51.171875,50.31099767684937,1.3382909351587295,1.4039866983890534
7,53.373046875,52.958233165740964,1.2838476473093032,1.3147344172000885
8,55.154296875,53.394681453704834,1.2360459795594214,1.3225733667612076
9,56.720703125,55.84284858703613,1.1968557921051979,1.242231610417366
10,58.03515625,54.664964008331296,1.1603512465953827,1.3258044242858886
11,59.62109375,57.099609375,1.1222589448094369,1.2170865029096603
12,60.546875,58.45703125,1.1005379390716552,1.174441212415695
13,61.76953125,58.6793869972229,1.0697406142950059,1.2005264058709144
14,63.154296875,59.98572721481323,1.033893763720989,1.1500081315636634
15,63.5625,62.53455514907837,1.0163488775491714,1.0659656003117561
16,64.580078125,61.1237979888916,0.9894797828793525,1.1696422323584557
17,65.65234375,63.11523427963257,0.9629021710157394,1.0561310350894928
18,66.1953125,63.79356966018677,0.9498588791489601,1.03334329277277
19,66.837890625,64.01817903518676,0.9288052317500114,1.0363157495856286
20,67.458984375,64.8828125,0.9102949091792107,1.0538674727082253
21,68.0,64.33518648147583,0.8964297676086426,1.0306877344846725
22,68.828125,64.86778841018676,0.8723495745658875,1.0048192232847213
23,69.80859375,62.165715312957765,0.8563209715485574,1.1555376172065734
24,69.859375,67.39332942962646,0.8468977829813957,0.9493811652064323
25,70.8125,65.9104567527771,0.8231716611981392,1.0261741489171983
26,71.04296875,66.7698320388794,0.8104568690061569,0.9847193092107773
27,71.6640625,69.11207942962646,0.7966791787743569,0.8850500583648682
28,72.587890625,67.21754817962646,0.7788521400094032,0.9723088294267654
29,72.984375,67.25811319351196,0.7645194005966187,0.9574761390686035
30,73.751953125,69.28936290740967,0.7480072209239006,0.9236995354294777
31,73.79296875,69.50120191574096,0.737922055721283,0.8814799755811691
32,74.2109375,68.01682682037354,0.7288671430945397,0.9333285987377167
33,74.83203125,70.16376209259033,0.7149472975730896,0.8800104469060898
34,75.38671875,68.96484365463257,0.6941433678567409,0.9584326922893525
35,75.81640625,69.58683891296387,0.6844176061451435,0.9228459298610687
36,76.115234375,70.6963641166687,0.6788273313641549,0.8715484887361526
37,76.41015625,73.0160758972168,0.6709258726239204,0.8219392493367195
38,76.869140625,70.96829929351807,0.6607399961352348,0.8805371731519699
39,77.359375,71.7240083694458,0.6422781829535962,0.8751227796077728
40,77.912109375,70.95928497314453,0.6306143543124199,0.8605302155017853
41,77.876953125,71.25901432037354,0.6291927157342434,0.8630397766828537
42,78.255859375,71.68945331573487,0.6173540723323823,0.8930731549859047
43,78.443359375,73.7319709777832,0.6131171783804893,0.7904562458395958
44,79.1796875,73.1062198638916,0.5947821165621281,0.8064892381429672
45,79.064453125,74.78290252685547,0.5914471727609635,0.7550081610679626
46,79.484375,73.21063690185547,0.5821637818217278,0.8069726005196571
47,79.85546875,71.9779146194458,0.5712208890914917,0.9019399091601372
48,79.90234375,74.74233760833741,0.5707864752411842,0.7511740893125534
49,80.369140625,73.73647823333741,0.5574530141055585,0.8155707463622093
50,80.595703125,75.02554073333741,0.5478686583042145,0.7625543750822544
