round,acc_train,acc_test,loss_train,loss_test
1,28.30859375,10.700871396064759,1.9534883582592009,3.3354268431663514
2,39.580078125,36.597806453704834,1.6281620061397555,1.7261479198932648
3,44.6484375,45.39663467407227,1.4957249146699905,1.5009460538625716
4,48.041015625,47.8665864944458,1.4155867451429367,1.4279193729162216
5,51.072265625,49.56054677963257,1.3419795274734496,1.3937088042497634
6,53.005859375,52.622446060180664,1.2979535067081451,1.3331815868616104
7,54.705078125,54.0309494972229,1.245134747028351,1.2835957497358321
8,56.17578125,54.918870258331296,1.2042987602949142,1.257742491364479
9,57.69140625,57.4924880027771,1.1641464415192604,1.2016230836510657
10,59.177734375,56.92382822036743,1.1300684875249862,1.2109577715396882
11,60.23828125,58.773287296295166,1.1039138200879097,1.1698007091879845
12,61.919921875,60.64453125,1.0618821316957474,1.1351968616247177
13,62.50390625,60.945763206481935,1.0390224525332452,1.122664710879326
14,63.8828125,62.36778860092163,1.009247295856476,1.0765017300844193
15,64.65625,63.580228328704834,0.9823912137746811,1.054450272023678
16,65.744140625,63.277493953704834,0.9620049971342087,1.0519449919462205
17,66.73046875,64.93389406204224,0.9305564343929291,1.013828082382679
18,67.548828125,65.15324506759643,0.9079153969883919,1.0132950395345688
19,67.970703125,65.26667671203613,0.8947603204846383,1.0045495942234992
20,68.52734375,65.79552278518676,0.8800093874335289,0.9789021000266075
21,69.7109375,67.86959114074708,0.8557416737079621,0.9199318170547486
22,70.49609375,66.80588941574096,0.8319991645216941,0.980364029109478
23,71.041015625,67.96875019073487,0.8174345546960831,0.9137484431266785
24,71.712890625,68.77103366851807,0.8002188965678215,0.9025725081562996
25,72.28125,69.01742820739746,0.783052125275135,0.8888673260807991
26,72.669921875,69.68224153518676,0.7680157172679901,0.8813831374049187
27,73.447265625,70.8293270111084,0.7500504185259342,0.8481931909918785
28,73.736328125,69.8482572555542,0.7441096577048302,0.8960350036621094
29,74.75390625,69.33894243240357,0.7202169027924538,0.9186012998223305
30,74.90625,71.0501802444458,0.7138841840624809,0.8543833896517754
31,75.48046875,71.84570331573487,0.6965466042608023,0.8207931980490685
32,76.150390625,72.75916481018066,0.6810113453865052,0.8004988521337509
33,76.310546875,72.8718448638916,0.6766227193176746,0.790250489115715
34,76.7421875,73.50435695648193,0.6646692109107971,0.7766284584999085
35,77.48828125,72.00796279907226,0.6436712233722209,0.8600083261728286
36,77.615234375,73.83413448333741,0.6372333820164204,0.7718961298465729
37,77.62890625,73.8401439666748,0.6322059984505176,0.7699422225356102
38,78.146484375,74.57707347869874,0.6231812344491482,0.7474203839898109
39,78.80859375,74.99699516296387,0.6061244477331639,0.7330861747264862
40,78.908203125,74.01367206573487,0.6005428068339824,0.7689141497015953
41,79.341796875,75.05859394073487,0.5919619570672512,0.7441320702433586
42,79.69921875,73.8266227722168,0.5794652885198592,0.7800988495349884
43,79.80078125,74.30964546203613,0.5735449108481407,0.7811119884252549
44,79.962890625,75.344801902771,0.5696045233309268,0.7384401977062225
45,80.375,75.30198307037354,0.5587794367969037,0.7500777423381806
46,80.634765625,74.74158668518066,0.5474440030753612,0.7505460672080517
47,81.01171875,76.09224758148193,0.5405053263902664,0.7129559844732285
48,81.220703125,75.09014434814453,0.5316345670819282,0.7469929479062557
49,81.5,75.47551078796387,0.5276204158365727,0.7455834209918976
50,81.724609375,75.83984375,0.524680792838335,0.7271650940179825
