round,acc_train,acc_test,loss_train,loss_test
1,28.48046875,12.679537272453308,1.9225551742315292,2.993275207281113
2,39.623046875,36.6015625,1.6241366952657699,1.7383293986320496
3,44.20703125,44.485426616668704,1.5029426485300064,1.5185844451189041
4,47.560546875,47.32647228240967,1.4155772757530212,1.442181721329689
5,50.3828125,50.2185998916626,1.358232069015503,1.3829224407672882
6,52.486328125,50.0390625,1.3011287635564803,1.3905881077051163
7,54.470703125,52.850811290740964,1.251597667336464,1.3056185752153397
8,55.95703125,54.83097953796387,1.2116784179210662,1.2542144298553466
9,57.07421875,56.81565494537354,1.1761031445860861,1.1966090470552444
10,58.81640625,57.89212732315063,1.1406262269616128,1.1614380955696106
11,59.87890625,59.278094959259036,1.1101004230976106,1.1475733548402787
12,61.056640625,59.73933296203613,1.08222022742033,1.1210478246212006
13,62.6484375,61.091496276855466,1.0397206994891168,1.0949889093637466
14,63.501953125,62.040264415740964,1.0206325358152388,1.0811107724905014
15,64.2421875,62.78996410369873,0.9984704411029816,1.065612906217575
16,65.19921875,63.496844959259036,0.9731307604908943,1.031809003651142
17,66.392578125,63.780048084259036,0.9482148763537406,1.0261348515748978
18,66.9921875,64.6491886138916,0.9313045969605446,0.989185294508934
19,67.26953125,66.32737369537354,0.9111484929919242,0.9814357474446297
20,68.142578125,65.7917670249939,0.890286460518837,1.0048652827739715
21,68.556640625,66.97340755462646,0.8757165971398354,0.9640606671571732
22,69.638671875,67.903395652771,0.8565691033005715,0.9205525785684585
23,70.228515625,69.04071502685547,0.8386506432294846,0.8841284558176994
24,70.806640625,68.61328105926513,0.8231555354595184,0.8991391152143479
25,71.111328125,68.10622005462646,0.8098563614487648,0.9388780891895294
26,71.8984375,70.439453125,0.7960683116316796,0.8493042945861816
27,72.541015625,69.25781269073487,0.7764452946186066,0.8895603582262993
28,73.154296875,69.45688114166259,0.758031226992607,0.8937716484069824
29,73.861328125,70.96379203796387,0.7397749707102775,0.8428309440612793
30,74.205078125,72.12740421295166,0.7323924094438553,0.8170551240444184
31,74.474609375,71.31234970092774,0.7203083202242851,0.8408386036753654
32,74.927734375,72.53906230926513,0.7099317270517349,0.7959263980388641
33,75.529296875,72.89738597869874,0.6895830088853836,0.798655989766121
34,76.177734375,72.3384916305542,0.6788039577007294,0.8277508586645126
35,76.22265625,72.60516815185547,0.6794144067168235,0.8156956702470779
36,76.880859375,72.84254817962646,0.6571488060057163,0.803343978524208
37,77.20703125,72.35877418518066,0.6517292940616608,0.8189200654625892
38,77.412109375,73.89122581481934,0.6354929946362973,0.7727678209543228
39,77.748046875,75.0533353805542,0.6323843438923359,0.7379589930176735
40,78.30859375,74.2668270111084,0.6192469729483128,0.7636341482400895
41,78.4921875,74.68825130462646,0.6137486457824707,0.7651566669344902
42,78.9296875,74.19696502685547,0.5950237782299519,0.7608194060623645
43,78.912109375,75.73768043518066,0.5980240693688392,0.7128516465425492
44,79.453125,76.29131603240967,0.586749505251646,0.7085072934627533
45,79.9765625,75.52509002685547,0.5723809947073459,0.7382146269083023
46,79.798828125,75.15024032592774,0.5693125900626183,0.7640219673514366
47,80.1015625,75.33428497314453,0.563960874825716,0.7476099133491516
48,80.603515625,75.40790271759033,0.5499077253043652,0.7579482801258564
49,81.259765625,76.84720554351807,0.5357581277191639,0.6882193967700004
50,81.1484375,76.70973567962646,0.5307205900549888,0.7029181405901909
